pc_id,size,annotated,keys
PC_00458,19,19.0,tail_completion_or_Neck1_protein (19)
PC_00459,19,19.0,tail_terminator (19)
PC_00460,19,19.0,terminase_large_subunit (19)
PC_00461,19,19.0,major_tail_protein (17); hypothetical_protein (2)
PC_00462,19,19.0,hypothetical_protein (19)
PC_00463,19,19.0,virion_structural_protein (17); hypothetical_protein (2)
PC_00464,19,19.0,hypothetical_protein (19)
PC_00465,19,19.0,head_maturation_protease (18); hypothetical_protein (1)
PC_00466,19,19.0,minor_tail_protein (19)
PC_00467,19,19.0,hypothetical_protein (19)
PC_00468,19,19.0,hypothetical_protein (19)
PC_00469,19,19.0,hypothetical_protein (19)
PC_00470,19,19.0,hypothetical_protein (19)
PC_00471,19,19.0,hypothetical_protein (19)
PC_00472,19,19.0,endolysin (17); hypothetical_protein (2)
PC_00473,19,19.0,hypothetical_protein (19)
PC_00474,19,19.0,terminase (19)
PC_00475,19,19.0,hypothetical_protein (19)
PC_00476,18,18.0,hypothetical_protein (18)
PC_00477,18,18.0,hypothetical_protein (18)
PC_00478,18,18.0,hypothetical_protein (18)
PC_00479,18,18.0,hypothetical_protein (18)
PC_00480,18,18.0,hypothetical_protein (18)
PC_00481,18,18.0,DNA_methyltransferase (18)
PC_00482,18,18.0,hypothetical_protein (18)
PC_00483,18,18.0,hypothetical_protein (17); partition_protein_ATPase (1)
PC_00484,18,18.0,hypothetical_protein (18)
PC_00485,18,18.0,hypothetical_protein (18)
PC_00486,18,18.0,DNA_methyltransferase (17); hypothetical_protein (1)
PC_00487,18,18.0,tail_fiber_protein (18)
PC_00488,18,18.0,major_tail_protein (15); hypothetical_protein (3)
PC_00489,18,18.0,terminase_small_subunit (17); hypothetical_protein (1)
PC_00490,18,18.0,hypothetical_protein (18)
PC_00491,18,18.0,hypothetical_protein (13); phosphoadenosine_phosphosulfate_reductase (5)
PC_00492,18,18.0,DNA_helicase (18)
PC_00493,18,18.0,integrase (17); hypothetical_protein (1)
PC_00494,18,18.0,tail_protein_with_lysin_activity (18)
PC_00495,18,18.0,hypothetical_protein (18)
PC_00496,18,18.0,hypothetical_protein (18)
PC_00497,18,18.0,hypothetical_protein (18)
PC_00498,18,18.0,hypothetical_protein (18)
PC_00499,18,18.0,hypothetical_protein (18)
PC_00500,18,18.0,tail_fiber_protein (18)
PC_00501,18,18.0,integrase (17); hypothetical_protein (1)
PC_00502,18,18.0,hypothetical_protein (18)
PC_00503,18,18.0,tail_length_tape_measure_protein (15); hypothetical_protein (3)
PC_00504,18,18.0,head_morphogenesis (16); hypothetical_protein (2)
PC_00505,18,18.0,tail_sheath (18)
PC_00506,18,18.0,tail_tube_protein (16); hypothetical_protein (2)
PC_00507,18,18.0,hypothetical_protein (18)
PC_00508,18,18.0,hypothetical_protein (18)
PC_00509,18,18.0,baseplate_protein (18)
PC_00510,18,18.0,tail_assembly_chaperone (15); hypothetical_protein (1); tail_protein (2)
PC_00511,18,18.0,RusA-like_Holliday_junction_resolvase (18)
PC_00512,18,18.0,hypothetical_protein (18)
PC_00513,18,18.0,hypothetical_protein (2); transcriptional_activator (14); single_strand_DNA_binding_protein (2)
PC_00514,18,18.0,tail_spike_protein (3); tail_fiber_protein (9); hypothetical_protein (5); tail_protein (1)
PC_00515,18,18.0,hypothetical_protein (18)
PC_00516,18,18.0,hypothetical_protein (18)
PC_00517,18,18.0,hypothetical_protein (18)
PC_00518,18,18.0,hypothetical_protein (18)
PC_00519,18,18.0,tail_fiber_protein (5); hypothetical_protein (2); long_tail_fiber_protein_distal_subunit (4); tail_collar_fiber_protein (2); tail_protein (5)
PC_00520,18,18.0,hypothetical_protein (18)
PC_00521,18,18.0,minor_tail_protein (18)
PC_00522,18,18.0,hypothetical_protein (18)
PC_00523,18,18.0,hypothetical_protein (18)
PC_00524,17,17.0,hypothetical_protein (17)
PC_00525,17,17.0,hypothetical_protein (17)
PC_00526,17,17.0,terminase_large_subunit (17)
PC_00527,17,17.0,hypothetical_protein (16); terminase_large_subunit (1)
PC_00528,17,17.0,hypothetical_protein (17)
PC_00529,17,17.0,hypothetical_protein (13); tail_completion_or_Neck1_protein (4)
PC_00530,17,17.0,hypothetical_protein (17)
PC_00531,17,17.0,hypothetical_protein (17)
PC_00532,17,17.0,RecT-like_ssDNA_annealing_protein (17)
PC_00533,17,17.0,hypothetical_protein (17)
PC_00534,17,17.0,hypothetical_protein (17)
PC_00535,17,17.0,DnaC-like_helicase_loader (17)
PC_00536,17,17.0,ribonucleoside-diphosphate_reductase_large_subunit (16); ribonucleotide_reductase_large_subunit (1)
PC_00537,17,17.0,tail_completion_or_Neck1_protein (17)
PC_00538,17,17.0,tail_completion_or_Neck1_protein (16); hypothetical_protein (1)
PC_00539,17,17.0,hypothetical_protein (17)
PC_00540,17,17.0,anti-repressor_Ant (17)
PC_00541,17,17.0,portal_protein (16); hypothetical_protein (1)
PC_00542,17,17.0,baseplate_protein (16); hypothetical_protein (1)
PC_00543,17,17.0,tail_fiber_assembly (12); hypothetical_protein (5)
PC_00544,17,17.0,hypothetical_protein (17)
PC_00545,17,17.0,hypothetical_protein (14); virion_structural_protein (3)
PC_00546,17,17.0,major_tail_protein (17)
PC_00547,17,17.0,hypothetical_protein (17)
PC_00548,17,17.0,hypothetical_protein (17)
PC_00549,17,17.0,hypothetical_protein (13); head_closure_Hc1 (4)
PC_00550,17,17.0,DNA_methyltransferase (17)
PC_00551,17,17.0,RNA_polymerase_sigma_factor (16); hypothetical_protein (1)
PC_00552,17,17.0,hypothetical_protein (15); Ig_domain_containing_protein (2)
PC_00553,17,17.0,head_maturation_protease (17)
PC_00554,17,17.0,endolysin (17)
PC_00555,17,17.0,hypothetical_protein (5); head_maturation_protease (12)
PC_00556,17,17.0,portal_protein (17)
PC_00557,17,17.0,head_scaffolding_protein (16); hypothetical_protein (1)
PC_00558,17,17.0,hypothetical_protein (17)
PC_00559,17,17.0,hypothetical_protein (17)
PC_00560,17,17.0,terminase_large_subunit (17)
PC_00561,17,17.0,hypothetical_protein (17)
PC_00562,17,17.0,tail_fiber_protein (8); hypothetical_protein (6); tail_spike_protein (2); tail_protein (1)
PC_00563,17,17.0,head_closure_Hc3 (17)
PC_00564,17,17.0,DNA_helicase (17)
PC_00565,17,17.0,head-tail_adaptor_Ad1 (17)
PC_00566,17,17.0,hypothetical_protein (17)
PC_00567,17,17.0,hypothetical_protein (17)
PC_00568,16,16.0,hypothetical_protein (16)
PC_00569,16,16.0,hypothetical_protein (16)
PC_00570,16,16.0,RusA-like_Holliday_junction_resolvase (16)
PC_00571,16,16.0,hypothetical_protein (16)
PC_00572,16,16.0,hypothetical_protein (16)
PC_00573,16,16.0,hypothetical_protein (16)
PC_00574,16,16.0,hypothetical_protein (16)
PC_00575,16,16.0,hypothetical_protein (16)
PC_00576,16,16.0,CsrA-like_regulator (15); transcriptional_regulator (1)
PC_00577,16,16.0,DNA_methyltransferase (14); hypothetical_protein (2)
PC_00578,16,16.0,DNA_primase/helicase (15); hypothetical_protein (1)
PC_00579,16,16.0,hypothetical_protein (16)
PC_00580,16,16.0,hypothetical_protein (16)
PC_00581,16,16.0,nucleotide_kinase (16)
PC_00582,16,16.0,thymidylate_synthase (15); hypothetical_protein (1)
PC_00583,16,16.0,hypothetical_protein (16)
PC_00584,16,16.0,hypothetical_protein (16)
PC_00585,16,16.0,hypothetical_protein (16)
PC_00586,16,16.0,tail_protein (16)
PC_00587,16,16.0,hypothetical_protein (16)
PC_00588,16,16.0,HNH_endonuclease (15); hypothetical_protein (1)
PC_00589,16,16.0,hypothetical_protein (16)
PC_00590,16,16.0,tail_assembly_chaperone (16)
PC_00591,16,16.0,RNA_polymerase_beta_subunit (11); tail_assembly_chaperone (2); hypothetical_protein (3)
PC_00592,16,16.0,hypothetical_protein (2); tail_associated_lysin (14)
PC_00593,16,16.0,virion_structural_protein (13); hypothetical_protein (3)
PC_00594,16,16.0,glycerophosphoryl_diester_phosphodiesterase (15); hypothetical_protein (1)
PC_00595,16,16.0,baseplate_hub_subunit_and_tail_lysozyme (16)
PC_00596,16,16.0,hypothetical_protein (16)
PC_00597,16,16.0,GTP-binding_domain_protein (16)
PC_00598,16,16.0,tail_completion_or_Neck1_protein (12); hypothetical_protein (4)
PC_00599,16,16.0,hypothetical_protein (16)
PC_00600,16,16.0,transcriptional_regulator (11); hypothetical_protein (5)
PC_00601,16,16.0,hypothetical_protein (16)
PC_00602,16,16.0,virion_structural_protein (16)
PC_00603,16,16.0,head_scaffolding_protein (16)
PC_00604,16,16.0,hypothetical_protein (16)
PC_00605,16,16.0,hypothetical_protein (16)
PC_00606,16,16.0,hypothetical_protein (16)
PC_00607,16,16.0,Rnase_H (15); ribonuclease (1)
PC_00608,16,16.0,hypothetical_protein (16)
PC_00609,16,16.0,recombinase (14); hypothetical_protein (1); Erf-like_ssDNA_annealing_protein (1)
PC_00610,16,16.0,tail_protein (16)
PC_00611,16,16.0,head_closure (16)
PC_00612,16,16.0,virion_structural_protein (16)
PC_00613,16,16.0,hypothetical_protein (16)
PC_00614,16,16.0,hypothetical_protein (16)
PC_00615,16,16.0,hypothetical_protein (16)
PC_00616,16,16.0,holin (16)
PC_00617,16,16.0,Rz-like_spanin (7); hypothetical_protein (9)
PC_00618,16,16.0,tail_protein (16)
PC_00619,16,16.0,endonuclease (15); hypothetical_protein (1)
PC_00620,16,16.0,holin (16)
PC_00621,16,16.0,virion_structural_protein (14); hypothetical_protein (2)
PC_00622,16,16.0,hypothetical_protein (16)
PC_00623,16,16.0,hypothetical_protein (16)
PC_00624,16,16.0,hypothetical_protein (16)
PC_00625,16,16.0,HNH_endonuclease (16)
PC_00626,16,16.0,endolysin (4); baseplate_hub_subunit_and_tail_lysozyme (5); hypothetical_protein (7)
PC_00627,16,16.0,hypothetical_protein (16)
PC_00628,16,16.0,hypothetical_protein (11); tail_protein (1); virion_structural_protein (1); head_fiber_protein (1); tail_fiber_protein (1); fibritin_neck_whisker (1)
PC_00629,16,16.0,hypothetical_protein (16)
PC_00630,16,16.0,exonuclease (16)
PC_00631,16,16.0,portal_protein (16)
PC_00632,16,16.0,RusA-like_Holliday_junction_resolvase (16)
PC_00633,15,15.0,hypothetical_protein (15)
PC_00634,15,15.0,hypothetical_protein (15)
PC_00635,15,15.0,hypothetical_protein (15)
PC_00636,15,15.0,single_strand_DNA_binding_protein (15)
PC_00637,15,15.0,hypothetical_protein (15)
PC_00638,15,15.0,hypothetical_protein (15)
PC_00639,15,15.0,exonuclease (15)
PC_00640,15,15.0,hypothetical_protein (15)
PC_00641,15,15.0,hypothetical_protein (12); Extracellular_deoxyribonuclease (3)
PC_00642,15,15.0,virion_structural_protein (12); hypothetical_protein (3)
PC_00643,15,15.0,hypothetical_protein (15)
PC_00644,15,15.0,hypothetical_protein (15)
PC_00645,15,15.0,hypothetical_protein (15)
PC_00646,15,15.0,hypothetical_protein (5); transcriptional_regulator (3); transcriptional_repressor (7)
PC_00647,15,15.0,tail_assembly_chaperone (15)
PC_00648,15,15.0,tail_assembly_chaperone (9); tail_chaperone_protein (6)
PC_00649,15,15.0,hypothetical_protein (10); transcriptional_regulator (5)
PC_00650,15,15.0,PhoH-like_phosphate_starvation-inducible (14); terminase_large_subunit (1)
PC_00651,15,15.0,HNH_endonuclease (11); hypothetical_protein (4)
PC_00652,15,15.0,NinB/_Orf_homologous_recombination_mediator (15)
PC_00653,15,15.0,head_morphogenesis (15)
PC_00654,15,15.0,hypothetical_protein (15)
PC_00655,15,15.0,virion_structural_protein (15)
PC_00656,15,15.0,hypothetical_protein (15)
PC_00657,15,15.0,hypothetical_protein (15)
PC_00658,15,15.0,hypothetical_protein (7); tail_associated_lysin (8)
PC_00659,15,15.0,hypothetical_protein (15)
PC_00660,15,15.0,head_closure_Hc1 (13); hypothetical_protein (2)
PC_00661,15,15.0,major_tail_protein (15)
PC_00662,15,15.0,hypothetical_protein (15)
PC_00663,15,15.0,hypothetical_protein (15)
PC_00664,15,15.0,head_closure_Hc1 (14); hypothetical_protein (1)
PC_00665,15,15.0,major_head_protein (13); hypothetical_protein (2)
PC_00666,15,15.0,hypothetical_protein (15)
PC_00667,15,15.0,tail_length_tape_measure_protein (14); hypothetical_protein (1)
PC_00668,15,15.0,hypothetical_protein (15)
PC_00669,15,15.0,minor_tail_protein (12); hypothetical_protein (3)
PC_00670,15,15.0,hypothetical_protein (15)
PC_00671,15,15.0,hypothetical_protein (2); tail_protein (13)
PC_00672,15,15.0,tail_terminator (15)
PC_00673,15,15.0,hypothetical_protein (15)
PC_00674,15,15.0,terminase_large_subunit (15)
PC_00675,15,15.0,head_protein (14); hypothetical_protein (1)
PC_00676,15,15.0,terminase_large_subunit (14); hypothetical_protein (1)
PC_00677,15,15.0,acetyltransferase (15)
PC_00678,15,15.0,hypothetical_protein (15)
PC_00679,15,15.0,hypothetical_protein (15)
PC_00680,15,15.0,hypothetical_protein (15)
PC_00681,15,15.0,virion_structural_protein (15)
PC_00682,15,15.0,HNH_endonuclease (14); terminase_small_subunit (1)
PC_00683,15,15.0,minor_tail_protein (15)
PC_00684,15,15.0,hypothetical_protein (15)
PC_00685,15,15.0,hypothetical_protein (15)
PC_00686,15,15.0,holin (15)
PC_00687,15,15.0,terminase_large_subunit (15)
PC_00688,15,15.0,hypothetical_protein (15)
PC_00689,15,15.0,major_tail_protein (15)
PC_00690,15,15.0,hypothetical_protein (15)
PC_00691,15,15.0,hypothetical_protein (15)
PC_00692,15,15.0,hypothetical_protein (15)
PC_00693,15,15.0,hypothetical_protein (15)
PC_00694,14,14.0,tail_length_tape_measure_protein (13); hypothetical_protein (1)
PC_00695,14,14.0,major_head_protein (14)
PC_00696,14,14.0,hypothetical_protein (14)
PC_00697,14,14.0,hypothetical_protein (14)
PC_00698,14,14.0,transcriptional_repressor (12); transcriptional_regulator (2)
PC_00699,14,14.0,transcriptional_regulator (10); hypothetical_protein (4)
PC_00700,14,14.0,hypothetical_protein (14)
PC_00701,14,14.0,hypothetical_protein (14)
PC_00702,14,14.0,hypothetical_protein (14)
PC_00703,14,14.0,hypothetical_protein (14)
PC_00704,14,14.0,transcriptional_regulator (10); transcriptional_repressor (4)
PC_00705,14,14.0,NinB/_Orf_homologous_recombination_mediator (14)
PC_00706,14,14.0,hypothetical_protein (14)
PC_00707,14,14.0,hypothetical_protein (14)
PC_00708,14,14.0,tail_length_tape_measure_protein (9); hypothetical_protein (5)
PC_00709,14,14.0,hypothetical_protein (14)
PC_00710,14,14.0,tail_protein (14)
PC_00711,14,14.0,major_head_protein (14)
PC_00712,14,14.0,exonuclease (14)
PC_00713,14,14.0,hypothetical_protein (5); tail_length_tape_measure_protein (9)
PC_00714,14,14.0,nucleoside_deoxyribosyltransferase (13); hypothetical_protein (1)
PC_00715,14,14.0,hypothetical_protein (14)
PC_00716,14,14.0,hypothetical_protein (14)
PC_00717,14,14.0,hypothetical_protein (14)
PC_00718,14,14.0,hypothetical_protein (14)
PC_00719,14,14.0,metallo-protease (14)
PC_00720,14,14.0,tail_length_tape_measure_protein (14)
PC_00721,14,14.0,major_head_protein (9); hypothetical_protein (5)
PC_00722,14,14.0,hypothetical_protein (1); endolysin (13)
PC_00723,14,14.0,P-like_helicase_loader (14)
PC_00724,14,14.0,head-tail_adaptor (12); hypothetical_protein (2)
PC_00725,14,14.0,tail_protein (14)
PC_00726,14,14.0,hypothetical_protein (14)
PC_00727,14,14.0,hypothetical_protein (14)
PC_00728,14,14.0,hypothetical_protein (14)
PC_00729,14,14.0,transposase (13); hypothetical_protein (1)
PC_00730,14,14.0,DNA_transposition_protein (14)
PC_00731,14,14.0,endolysin (12); hypothetical_protein (2)
PC_00732,14,14.0,Queuosine_precursor_transporter_QueT (4); queuine_tRNA-ribosyltransferase (8); hypothetical_protein (2)
PC_00733,14,14.0,virion_structural_protein (14)
PC_00734,14,14.0,hypothetical_protein (13); tail_protein (1)
PC_00735,14,14.0,hypothetical_protein (14)
PC_00736,14,14.0,major_head_protein (14)
PC_00737,14,14.0,head-tail_adaptor (13); hypothetical_protein (1)
PC_00738,14,14.0,virion_structural_protein (14)
PC_00739,14,14.0,hypothetical_protein (14)
PC_00740,14,14.0,hypothetical_protein (14)
PC_00741,14,14.0,hypothetical_protein (14)
PC_00742,14,14.0,portal_protein (13); hypothetical_protein (1)
PC_00743,14,14.0,hypothetical_protein (14)
PC_00744,14,14.0,hypothetical_protein (14)
PC_00745,14,14.0,hypothetical_protein (14)
PC_00746,14,14.0,hypothetical_protein (2); RecE-like_recombination_exonuclease (12)
PC_00747,14,14.0,hypothetical_protein (14)
PC_00748,14,14.0,DNA_helicase (12); Putative_DNA_repair_helicase_RadD (1); hypothetical_protein (1)
PC_00749,14,14.0,NinG/_Rap_DNA_junction_specific_endonuclease (3); NinI-like_serine-threonine_phosphatase (11)
PC_00750,14,14.0,major_head_protein (13); hypothetical_protein (1)
PC_00751,14,14.0,exonuclease (14)
PC_00752,14,14.0,hypothetical_protein (14)
PC_00753,14,14.0,HNH_endonuclease (11); hypothetical_protein (3)
PC_00754,14,14.0,metallo-protease (13); hypothetical_protein (1)
PC_00755,14,14.0,hypothetical_protein (14)
PC_00756,14,14.0,hypothetical_protein (14)
PC_00757,14,14.0,hypothetical_protein (14)
PC_00758,14,14.0,hypothetical_protein (14)
PC_00759,13,13.0,endolysin (12); hypothetical_protein (1)
PC_00760,13,13.0,beta-lactamase-inhibitor_protein_BLIP (12); hypothetical_protein (1)
PC_00761,13,13.0,hypothetical_protein (13)
PC_00762,13,13.0,hypothetical_protein (13)
PC_00763,13,13.0,transcriptional_regulator (13)
PC_00764,13,13.0,hypothetical_protein (13)
PC_00765,13,13.0,exonuclease (13)
PC_00766,13,13.0,tail_length_tape_measure_protein (13)
PC_00767,13,13.0,tail_length_tape_measure_protein (10); minor_tail_protein (3)
PC_00768,13,13.0,DNA_polymerase (11); DNA_binding_protein (1); hypothetical_protein (1)
PC_00769,13,13.0,hypothetical_protein (13)
PC_00770,13,13.0,tail_length_tape_measure_protein (12); hypothetical_protein (1)
PC_00771,13,13.0,hypothetical_protein (13)
PC_00772,13,13.0,Sak4-like_ssDNA_annealing_protein (12); hypothetical_protein (1)
PC_00773,13,13.0,Bet-like_ssDNA_annealing_protein (13)
PC_00774,13,13.0,Rha-like_transcriptional_regulator (12); transcriptional_regulator (1)
PC_00775,13,13.0,hypothetical_protein (13)
PC_00776,13,13.0,major_head_protein (11); hypothetical_protein (2)
PC_00777,13,13.0,hypothetical_protein (13)
PC_00778,13,13.0,toxin-antitoxin_system_HicB-like_protein (13)
PC_00779,13,13.0,hypothetical_protein (13)
PC_00780,13,13.0,GTP-binding_domain_protein (13)
PC_00781,13,13.0,tail_length_tape_measure_protein (13)
PC_00782,13,13.0,tail_terminator (13)
PC_00783,13,13.0,head-tail_adaptor_Ad1 (13)
PC_00784,13,13.0,hypothetical_protein (5); tail_fiber_protein (8)
PC_00785,13,13.0,internal_virion_protein_with_endolysin_domain_protein (8); hypothetical_protein (3); tail_length_tape_measure_protein (2)
PC_00786,13,13.0,hypothetical_protein (13)
PC_00787,13,13.0,terminase (13)
PC_00788,13,13.0,hypothetical_protein (13)
PC_00789,13,13.0,tail_length_tape_measure_protein (13)
PC_00790,13,13.0,tail_assembly_chaperone (13)
PC_00791,13,13.0,tail_assembly_protein (13)
PC_00792,13,13.0,hypothetical_protein (3); tail_length_tape_measure_protein (10)
PC_00793,13,13.0,tail_length_tape_measure_protein (13)
PC_00794,13,13.0,major_tail_protein (11); hypothetical_protein (2)
PC_00795,13,13.0,tail_protein (13)
PC_00796,13,13.0,virion_structural_protein (13)
PC_00797,13,13.0,hypothetical_protein (13)
PC_00798,13,13.0,tail_assembly_chaperone (5); head_closure (8)
PC_00799,13,13.0,terminase_large_subunit (12); hypothetical_protein (1)
PC_00800,13,13.0,hypothetical_protein (13)
PC_00801,13,13.0,hypothetical_protein (13)
PC_00802,13,13.0,endolysin (13)
PC_00803,13,13.0,hypothetical_protein (13)
PC_00804,13,13.0,hypothetical_protein (13)
PC_00805,13,13.0,replication_terminator (13)
PC_00806,13,13.0,hypothetical_protein (6); transcriptional_repressor (7)
PC_00807,13,13.0,hypothetical_protein (13)
PC_00808,13,13.0,hypothetical_protein (13)
PC_00809,13,13.0,hypothetical_protein (13)
